pid,sentence1,sentence2,label,clean_sentence1,clean_sentence2
23943,what is your phone number,what is your name,0,what is your phone number,what is your name
63098,Markets today,what are the news of stock market today?,0,market today,what are the news of stock market today
26,Why am I getting error messages,login error message,0,whi am i get error messag,login error messag
60886,need uber,I want uber for 5th Nov at 9am,0,need uber,i want uber for 5th nov at 9am
10341,cost of test,what is the test fee,1,cost of test,what is the test fee
28730,That was the right order ID,My order ID is right,0,that wa the right order id,my order id is right
52679,contract notes report,How do I open my Digital Contract Note?,0,contract note report,how do i open my digit contract note
60070,Coupon,Not received cashback,0,coupon,not receiv cashback
51993,Please inform me when flights rates go down,Alert me when prices goes down,0,pleas inform me when flight rate go down,alert me when price goe down
23595,Not accomodating when I needed to cancel my ticket,Cancelling my ticket was simple,0,not accomod when i need to cancel my ticket,cancel my ticket wa simpl
4344,I would like to cancel my Reminder,cancel this reminder,1,i would like to cancel my remind,cancel thi remind
25984,i want offer on flight tickets,recommend Flight Tickets,0,i want offer on flight ticket,recommend flight ticket
2279,bike,racing bike,0,bike,race bike
63731,Show me some offers on flights.,I want offers on train tickets,0,show me some offer on flight,i want offer on train ticket
74516,need a gas,need gas supply,1,need a ga,need ga suppli
13951,"Hi, can you help me with the nearest book store?  .",Hi! Can you please help me set a reminder? .,0,hi can you help me with the nearest book store,hi can you pleas help me set a remind
54782,Is there any cashback,Is there any offer on train tickets,0,is there ani cashback,is there ani offer on train ticket
29414,I want to book a cab,"Hi, Can you book me a cab? .",0,i want to book a cab,hi can you book me a cab
47492,Yeah go ahead,yes go ahead,0,yeah go ahead,ye go ahead
47147,pay maintenance charge before possession,Can the academy change before possession?,0,pay mainten charg befor possess,can the academi chang befor possess
34855,I didnt get the ticket in email,send ticket on mail,1,i didnt get the ticket in email,send ticket on mail
56837,Cashback on trains,any cashback on trains,1,cashback on train,ani cashback on train
23956,Investor identity,Identity investor borrower,1,investor ident,ident investor borrow
44929,From what date defect liability period starts?,documentation to cover defect liability period,0,from what date defect liabil period start,document to cover defect liabil period
37070,72 hours still not got cashback,didnt get,0,72 hour still not got cashback,didnt get
1814,Cash back not receive,Cashback Not Received,0,cash back not receiv,cashback not receiv
36237,How safe is your cylinder and as a Customer what I should be checking while receiving refills from your side ?,Want to refill from other franchisee,0,how safe is your cylind and as a custom what i should be check while receiv refil from your side,want to refil from other franchise
33723,fees,listing fees,0,fee,list fee
28161,Took too long to change my ticket,Took me a long time,0,took too long to chang my ticket,took me a long time
22704,schedule a reminder drink water,Can you schedule a reminder for exercise,0,schedul a remind drink water,can you schedul a remind for exercis
49323,Childrens broken teeth,multiple broken teeth,0,children broken teeth,multipl broken teeth
33507,Need to know the Survival Benefits of saral nivesh plan,Want to know Survival Benefits of WAAC,0,need to know the surviv benefit of saral nivesh plan,want to know surviv benefit of waac
10111,Is there any coupon code to reduce the fare of the flight,any cashback on flight tickets,0,is there ani coupon code to reduc the fare of the flight,ani cashback on flight ticket
31899,Can you help me link new savings bank account,link new savings bank account,1,can you help me link new save bank account,link new save bank account
10250,charge convenience fee,How much is convenience fee,0,charg conveni fee,how much is conveni fee
35163,Get Daily Joke Updates,Stop sending jokes daily,0,get daili joke updat,stop send joke daili
56769,Can I sell/Transfer my Unit before Possesion?,Can builder mortgage my property before possesion,0,can i sell/transf my unit befor posses,can builder mortgag my properti befor posses
21105,Whats the offer,"Hey, what are some deals on food delivery around me?  .",0,what the offer,hey what are some deal on food deliveri around me
4044,Hey I would like to play the Haptik Play & Win Quiz .,Haptik play & win quiz,1,hey i would like to play the haptik play win quiz,haptik play win quiz
20204,Book a flight from Mumbai to Delhi,Please proceed with below flight from Delhi to Bangalore for 1 adult onward flight air dep 00 00 1 dec dep 00 00 1 dec,0,book a flight from mumbai to delhi,pleas proceed with below flight from delhi to bangalor for 1 adult onward flight air dep 00 00 1 dec dep 00 00 1 dec
29921,Number is right,That was the right ID only,0,number is right,that wa the right id onli
2959,can you share key features with me?,Key Features,0,can you share key featur with me,key featur
63773,Ur fare is higher,Your price is high in comparison with goibibo,0,ur fare is higher,your price is high in comparison with goibibo
41896,Yes ols proceed with offer code which you have,Is there any coupon code to reduce the fare of the flight,0,ye ol proceed with offer code which you have,is there ani coupon code to reduc the fare of the flight
68965,i want to apply for vle,process to apply,0,i want to appli for vle,process to appli
50869,connect using email ID,what is your mail ID,0,connect use email id,what is your mail id
10491,Please mail me the previously booked flight ticket,I would like to book a flight ticket,0,pleas mail me the previous book flight ticket,i would like to book a flight ticket
68568,I want to do complete diagnosis,It was supposed to be completed yesterday,0,i want to do complet diagnosi,it wa suppos to be complet yesterday
67780,want ticket from mumbai to pune,I need a ticket,0,want ticket from mumbai to pune,i need a ticket
67767,send me ur pic,Give me your pic,1,send me ur pic,give me your pic
33400,That's the right order ID,I gave the correct order ID,0,that 's the right order id,i gave the correct order id
43171,near lab,Find the closest lab near me,1,near lab,find the closest lab near me
55397,bank offer cashback not received,Bank offers,0,bank offer cashback not receiv,bank offer
13360,Please book the cheapest cab,Please book the cheapest cab excluding share/pool,1,pleas book the cheapest cab,pleas book the cheapest cab exclud share/pool
15249,Can I avail double cylinders for convenience ?,I want double cylinder connection,0,can i avail doubl cylind for conveni,i want doubl cylind connect
30671,Alert me when prices goes down,Remind me when fares drop,0,alert me when price goe down,remind me when fare drop
64541,Any updates on refund,Plz update on refund,1,ani updat on refund,plz updat on refund
6236,Explain the Total Secure plan,features for Total Secure Plan,0,explain the total secur plan,featur for total secur plan
44754,are you human?,human help,0,are you human,human help
19733,any offer running on flight booking,For flights any offer is going on,0,ani offer run on flight book,for flight ani offer is go on
38333,Too high,price is high,0,too high,price is high
33747,How to use amazon pay?,unable to use amazon pay,1,how to use amazon pay,unabl to use amazon pay
25464,What could be the quantity of the leftover gas in Maxima Cylinders?,how much gas leftover in cylinder,0,what could be the quantiti of the leftov ga in maxima cylind,how much ga leftov in cylind
